respondent_id,survey_date,age,gender,education,employment_status,annual_income,region,city_type,customer_satisfaction,product_usage_frequency,experience_years,last_purchase_amount,nps_score,response_quality_score,response_time_seconds,sampling_weight
RESP_0326,2025-09-22 12:48:27.835629,20,Female,Bachelor,Employed,91215.09818444181,South,Tier-1,8.5,11.0,5.1,925.11,9.0,54.2,97,1.0884835537391588
RESP_0327,2025-08-06 12:48:27.835629,48,Male,Bachelor,Student,56539.27763659956,West,Tier-1,,7.0,4.7,462.17,0.0,92.3,237,0.7256557024927724
RESP_0328,2025-07-24 12:48:27.835629,44,Male,Bachelor,Employed,27067.026468490756,North,Tier-2,7.7,8.0,5.2,390.31,2.0,87.1,102,0.6530901322434952
RESP_0329,2025-09-20 12:48:27.835629,42,Male,Master,Retired,30853.895620935262,South,Metro,4.9,11.0,0.7,586.21,8.0,82.7,364,0.580524561994218
RESP_0330,2025-07-27 12:48:27.835629,42,Male,High School,Employed,154077.80306562132,West,Tier-1,6.3,3.0,2.0,512.94,,88.7,207,0.7256557024927724
RESP_0331,2025-08-09 12:48:27.835629,34,Female,Bachelor,Retired,27431.071446862283,East,Metro,8.8,10.0,2.0,54.92,10.0,83.3,156,0.580524561994218
RESP_0332,2025-07-25 12:48:27.835629,24,Female,Bachelor,Retired,84119.63863335416,South,Tier-2,6.5,11.0,6.6,52.84,8.0,63.2,185,1.0884835537391588
RESP_0333,2025-10-01 12:48:27.835629,35,Female,Master,Employed,47625.00791269514,North,Tier-2,7.2,3.0,1.1,152.8,5.0,86.3,172,0.6530901322434952
RESP_0334,2025-07-25 12:48:27.835629,26,Female,Below High School,Employed,27797.207395457146,North,Tier-2,4.7,10.0,8.0,,7.0,75.6,436,0.6530901322434952
RESP_0335,2025-10-11 12:48:27.835629,46,Male,High School,Employed,15000.0,North,Tier-2,6.2,9.0,1.8,534.13,9.0,83.9,120,0.6530901322434952
RESP_0336,2025-08-16 12:48:27.835629,33,Male,Below High School,Employed,43013.97339111242,North,Tier-1,8.7,447.0,3.3,197.28,10.0,71.3,4601,0.6530901322434952
RESP_0337,2025-09-06 12:48:27.835629,25,,High School,Unemployed,39061.03466834966,East,Tier-3,5.1,9.0,0.9,123.02,5.0,87.8,101,1.0884835537391588
RESP_0338,2025-08-01 12:48:27.835629,31,Male,High School,Employed,154080.07860170022,Central,Tier-1,8.1,7.0,1.6,442.78,8.0,73.5,277,1.0159179834898815
RESP_0339,2025-09-27 12:48:27.835629,39,Female,High School,,18248.640145553018,South,Tier-1,7.3,6.0,3.7,190.99,4.0,96.9,52,0.7256557024927724
RESP_0340,2025-08-17 12:48:27.835629,28,Female,High School,Employed,227706.97255089585,South,Tier-2,6.6,10.0,2.2,321.78,8.0,86.0,218,0.7256557024927724
RESP_0341,2025-09-29 12:48:27.835629,25,Male,Bachelor,Student,49170.46530731737,North,Metro,6.6,12.0,8.0,243.71,3.0,85.4,387,0.7837081586921943
RESP_0342,2025-10-01 12:48:27.835629,37,Female,High School,Employed,49131.879347616494,South,Tier-2,6.3,8.0,,129.28,10.0,93.7,128,0.7256557024927724
RESP_0343,2025-07-22 12:48:27.835629,37,Female,High School,Employed,22596.31892239941,North,Tier-2,6.4,9.0,2.5,134.75,8.0,66.5,152,0.6530901322434952
RESP_0344,2025-10-04 12:48:27.835629,28,Female,PhD,Employed,46712.405278816484,Central,Tier-1,8.4,11.0,6.5,82.07,9.0,,134,1.0159179834898815
RESP_0345,2025-07-27 12:48:27.835629,29,Male,Master,Student,53020.8622576745,West,Metro,6.4,9.0,3.3,550.47,10.0,83.1,289,0.580524561994218
RESP_0346,2025-09-08 12:48:27.835629,37,Male,Master,Self-Employed,76869.29826569965,Central,Metro,9.7,6.0,3.1,172.5,5.0,54.1,88,0.8127343867919051
RESP_0347,2025-10-09 12:48:27.835629,18,Female,Master,Employed,16603.058990873586,Central,Rural,7.4,8.0,0.8,,9.0,86.1,283,3.809692438087055
RESP_0348,2025-09-29 12:48:27.835629,18,Male,Bachelor,Employed,111907.13836565033,East,Tier-2,6.1,6.0,1.5,37.66,10.0,85.4,38,1.0884835537391588
RESP_0349,2025-09-27 12:48:27.835629,26,Male,High School,Employed,48490.94793630836,East,Metro,8.5,9.0,3.4,29.47,8.0,91.1,272,0.580524561994218
RESP_0350,2025-09-21 12:48:27.835629,32,Female,Bachelor,Employed,59076.18235014989,North,Tier-1,7.9,7.0,6.7,87.47,8.0,93.7,95,0.6530901322434952
RESP_0351,2025-08-26 12:48:27.835629,38,Male,Bachelor,Retired,30431.885133143915,East,Tier-2,4.5,7.0,1.1,318.3,7.0,71.7,76,0.7256557024927724
RESP_0352,2025-08-19 12:48:27.835629,52,Female,High School,Unemployed,17283.125319077164,Central,Tier-3,5.4,6.0,0.7,251.34,8.0,90.3,164,1.0159179834898815
RESP_0353,2025-08-12 12:48:27.835629,45,Female,Bachelor,Employed,2285590.1410126183,North,Metro,6.8,9.0,2.7,187.06,7.0,91.1,437,0.5224721057947963
RESP_0354,2025-10-10 12:48:27.835629,33,Female,,Student,42185.69408643447,,Metro,4.6,13.0,0.2,88.05,7.0,91.7,63,0.580524561994218
RESP_0355,2025-08-26 12:48:27.835629,34,Male,High School,Employed,15000.0,South,Tier-3,10.0,5.0,3.8,33.54,3.0,83.0,342,0.7256557024927724
RESP_0356,2025-08-16 12:48:27.835629,22,Female,Bachelor,Unemployed,68502.69209480131,,Metro,8.2,2.0,3.6,126.55,0.0,91.8,135,0.8707868429913271
RESP_0357,2025-08-19 12:48:27.835629,34,,Bachelor,Student,80597.24180417201,Central,Metro,7.0,5.0,1.3,189.36,2.0,71.9,167,0.8127343867919051
RESP_0358,2025-09-05 12:48:27.835629,31,Male,Bachelor,Employed,20257.25542474241,West,Rural,,6.0,6.7,403.15,5.0,77.4,107,1.8141392562319312
RESP_0359,2025-08-02 12:48:27.835629,38,Female,Bachelor,Unemployed,16025.423674445658,West,Tier-2,,9.0,2.1,56.93,7.0,94.7,246,0.7256557024927724
RESP_0360,2025-10-10 12:48:27.835629,25,Male,High School,Employed,,East,Metro,4.1,11.0,3.1,177.05,1.0,95.3,55,0.8707868429913271
RESP_0361,2025-10-07 12:48:27.835629,41,,High School,Employed,37016.39040989241,West,Metro,4.4,9.0,0.7,84.4,4.0,79.7,122,0.580524561994218
RESP_0362,2025-08-24 12:48:27.835629,53,Female,Master,Employed,29397.44932963548,Central,Metro,9.9,5.0,1.6,148.72,9.0,76.3,166,0.8127343867919051
RESP_0363,2025-09-13 12:48:27.835629,33,Male,Bachelor,Employed,34588.12637451204,West,Metro,9.4,10.0,6.0,891.61,9.0,89.6,262,0.580524561994218
RESP_0364,2025-08-26 12:48:27.835629,39,Male,High School,Unemployed,43355.20993970255,West,Tier-3,6.1,5.0,0.7,104.79,9.0,97.9,143,0.7256557024927724
RESP_0365,2025-07-26 12:48:27.835629,43,Female,Master,Retired,15000.0,West,Tier-1,8.4,14.0,1.5,87.22,10.0,70.8,174,0.7256557024927724
RESP_0366,2025-07-18 12:48:27.835629,30,,High School,Self-Employed,15000.0,West,Tier-2,7.8,5.0,1.1,1278.58,4.0,87.2,65,0.7256557024927724
RESP_0367,2025-09-13 12:48:27.835629,37,Female,Bachelor,Student,15000.0,East,Rural,7.9,8.0,0.5,368.45,5.0,87.1,149,1.8141392562319312
RESP_0368,2025-10-04 12:48:27.835629,35,Male,High School,Student,77190.84823158979,West,Tier-1,4.9,6.0,1.0,349.34,6.0,77.8,405,0.7256557024927724
RESP_0369,2025-09-27 12:48:27.835629,36,Male,Bachelor,Employed,36760.589636023484,East,Metro,4.3,13.0,0.8,109.51,10.0,81.1,320,0.580524561994218
RESP_0370,2025-07-29 12:48:27.835629,25,Male,Bachelor,Employed,83975.54505759865,North,Tier-1,8.8,8.0,7.7,880.09,9.0,65.6,215,0.9796351983652429
RESP_0371,2025-07-26 12:48:27.835629,35,Male,High School,Employed,15000.0,South,Rural,4.0,6.0,4.1,61.1,,76.8,232,1.8141392562319312
RESP_0372,2025-09-23 12:48:27.835629,40,Female,Master,Self-Employed,37031.56261449893,East,Tier-3,6.8,7.0,1.1,509.26,3.0,91.0,326,0.7256557024927724
RESP_0373,2025-08-13 12:48:27.835629,52,Male,Bachelor,Retired,43125.13155558427,North,Metro,6.4,5.0,4.3,,8.0,85.4,86,0.5224721057947963
RESP_0374,2025-09-19 12:48:27.835629,46,,High School,Employed,23169.08217823975,North,Tier-2,6.3,11.0,0.1,644.0,6.0,70.9,15,0.6530901322434952
RESP_0375,2025-08-19 12:48:27.835629,60,Female,,Unemployed,15000.0,East,Tier-2,7.5,11.0,,695.28,8.0,,394,0.9433524132406043
RESP_0376,2025-08-02 12:48:27.835629,25,Female,High School,Self-Employed,146781.0161334327,North,Rural,6.0,9.0,0.9,21747.09262275979,10.0,86.5,129,2.449087995913107
RESP_0377,2025-08-30 12:48:27.835629,45,Female,High School,Self-Employed,111237.92702499912,South,Metro,7.6,5.0,0.4,301.9,8.0,65.4,158,0.580524561994218
RESP_0378,2025-07-25 12:48:27.835629,37,Male,Bachelor,Employed,26754.398872050115,West,Tier-1,7.2,11.0,6.5,251.65,10.0,85.8,204,0.7256557024927724
RESP_0379,2025-08-17 12:48:27.835629,61,Male,Master,Employed,54621.45952641841,Central,Tier-3,10.0,6.0,0.7,94.97,7.0,79.3,214,1.3206933785368458
RESP_0380,2025-09-02 12:48:27.835629,25,Male,Bachelor,Employed,24641.01127757154,West,Tier-1,4.9,10.0,5.2,186.14,8.0,81.0,112,1.0884835537391588
RESP_0381,2025-08-22 12:48:27.835629,24,Male,High School,Employed,16377.719410414198,Central,Tier-1,7.0,4.0,1.6,558.79,10.0,58.3,50,1.523876975234822
RESP_0382,2025-08-06 12:48:27.835629,27,Female,High School,Employed,156656.25164797634,West,Metro,7.6,7.0,0.0,65.35,8.0,48.7,149,0.580524561994218
RESP_0383,2025-09-11 12:48:27.835629,18,,High School,Self-Employed,15000.0,South,Metro,6.6,11.0,4.0,433.92,8.0,74.4,136,0.8707868429913271
RESP_0384,2025-09-24 12:48:27.835629,28,Female,Bachelor,Employed,28900.004864523115,West,Tier-1,5.0,10.0,2.7,448.54,9.0,,180,0.7256557024927724
RESP_0385,2025-10-15 12:48:27.835629,25,Female,Master,Student,38849.83317838023,West,Rural,8.9,7.0,1.3,260.27,10.0,79.7,112,2.721208884347897
RESP_0386,2025-08-24 12:48:27.835629,36,Male,High School,Employed,136078.78016802954,South,Metro,,,1.0,466.19,3.0,81.0,104,0.580524561994218
RESP_0387,2025-10-03 12:48:27.835629,39,Female,Bachelor,Self-Employed,74404.44200363001,North,Tier-1,5.1,8.0,0.2,97.71,6.0,79.4,108,0.6530901322434952
RESP_0388,2025-10-08 12:48:27.835629,57,Male,Master,Employed,15000.0,West,Tier-2,7.7,3.0,8.5,82.7,7.0,83.6,230,0.9433524132406043
RESP_0389,2025-09-22 12:48:27.835629,46,Female,Bachelor,Self-Employed,36235.68940023481,North,Metro,9.6,7.0,2.0,170.38,10.0,88.4,233,0.5224721057947963
RESP_0390,2025-07-18 12:48:27.835629,28,Female,Master,Retired,,West,Tier-1,6.9,6.0,0.3,310.04,10.0,80.5,175,0.7256557024927724
RESP_0391,2025-10-10 12:48:27.835629,24,,Bachelor,Employed,30252.355607831512,North,Tier-2,7.0,8.0,6.1,836.96,4.0,86.9,152,0.9796351983652429
RESP_0392,2025-09-25 12:48:27.835629,40,Male,,Employed,59626.01708200286,East,Tier-3,9.4,9.0,1.0,259.41,,81.9,237,0.7256557024927724
RESP_0393,2025-08-24 12:48:27.835629,19,Other,Bachelor,Unemployed,15000.0,East,Tier-2,5.5,10.0,0.7,172.07,10.0,69.5,124,2.1769671074783177
RESP_0394,2025-10-09 12:48:27.835629,56,Male,Bachelor,Employed,26188.90875009566,North,Tier-2,9.6,12.0,1.0,544.41,6.0,83.4,371,0.8490171719165439
RESP_0395,2025-07-30 12:48:27.835629,49,Male,High School,Employed,53266.07940086947,South,Metro,8.5,10.0,2.5,70.24,6.0,90.6,66,0.580524561994218
RESP_0396,2025-08-03 12:48:27.835629,29,Male,High School,Employed,62546.18658245158,West,Rural,5.6,7.0,0.2,56.88,1.0,84.0,254,1.8141392562319312
RESP_0397,2025-08-19 12:48:27.835629,18,Female,High School,Employed,40926.603332452585,West,Metro,6.0,7.0,,847.75,6.0,73.5,181,0.8707868429913271
RESP_0398,2025-07-31 12:48:27.835629,51,Female,Bachelor,Self-Employed,28833.299757164015,Central,Tier-3,6.2,13.0,6.8,123.74,9.0,65.1,87,1.0159179834898815
RESP_0399,2025-07-30 12:48:27.835629,33,Female,High School,Employed,32992.877410223235,East,Metro,4.2,8.0,0.6,654.08,7.0,62.7,37,0.580524561994218
RESP_0400,2025-09-25 12:48:27.835629,49,Male,Master,Student,65665.28629231044,West,Rural,7.4,13.0,1.2,600.7,8.0,80.3,261,1.8141392562319312
RESP_0401,2025-08-05 12:48:27.835629,18,Female,Bachelor,Unemployed,37313.87898971599,South,Tier-2,5.7,5.0,1.5,,10.0,95.7,77,1.0884835537391588
RESP_0402,2025-08-20 12:48:27.835629,27,Male,Bachelor,Self-Employed,15780.368771037829,South,Tier-3,7.4,7.0,2.6,542.82,4.0,46.8,307,0.7256557024927724
RESP_0403,2025-08-22 12:48:27.835629,35,Female,High School,Self-Employed,15000.0,North,Metro,5.1,9.0,7.5,529.45,3.0,82.8,99,0.5224721057947963
RESP_0404,2025-10-02 12:48:27.835629,35,Female,Master,Student,15000.0,East,Tier-1,8.4,3.0,1.5,22.52,9.0,89.1,172,0.7256557024927724
RESP_0405,2025-08-12 12:48:27.835629,29,Male,Master,Employed,116362.3903128888,South,Tier-2,8.1,,0.2,317.81,9.0,85.0,158,0.7256557024927724
RESP_0406,2025-08-29 12:48:27.835629,42,Male,Bachelor,Student,69284.01317780312,North,Tier-3,5.9,5.0,1.3,,6.0,88.2,159,0.6530901322434952
RESP_0407,2025-08-12 12:48:27.835629,22,Male,,Unemployed,33349.88801461627,West,Metro,7.5,6.0,0.6,153.15,,97.6,119,0.8707868429913271
RESP_0408,2025-10-12 12:48:27.835629,33,Male,Bachelor,Unemployed,25259.712440893767,West,Rural,7.1,8.0,3.2,190.23,6.0,62.4,182,1.8141392562319312
RESP_0409,2025-10-06 12:48:27.835629,36,Male,High School,Self-Employed,22945.015299666386,South,Tier-3,9.2,4.0,0.1,225.35,8.0,93.9,151,0.7256557024927724
RESP_0410,2025-08-19 12:48:27.835629,41,Female,High School,Employed,,North,Metro,,5.0,1.0,194.23,,71.3,113,0.5224721057947963
RESP_0411,2025-09-19 12:48:27.835629,43,Female,Master,Employed,166632.62311129348,East,Tier-3,6.8,15.0,2.4,,7.0,59.7,161,0.7256557024927724
RESP_0412,2025-09-17 12:48:27.835629,21,Male,Bachelor,Unemployed,22374.689386027192,East,Tier-1,6.0,4.0,1.0,195.55,4.0,,318,1.0884835537391588
RESP_0413,2025-08-18 12:48:27.835629,-3,Male,Bachelor,Employed,90285.52400433765,West,Tier-1,7.1,5.0,2.4,1246.6,9.0,95.7,101,0.7256557024927724
RESP_0414,2025-07-23 12:48:27.835629,50,Male,Master,Unemployed,37138.532901685874,,Tier-1,7.8,14.0,0.4,138.26,7.0,84.4,162,0.7256557024927724
RESP_0415,2025-07-28 12:48:27.835629,38,Female,Bachelor,Employed,30639.85391548017,West,Tier-2,6.0,5.0,8.6,173.02,8.0,69.9,313,0.7256557024927724
RESP_0416,2025-10-06 12:48:27.835629,26,Male,Bachelor,Employed,120978.89964387906,Central,Tier-2,6.5,12.0,1.0,211.02,1.0,74.0,228,1.0159179834898815
RESP_0417,2025-09-09 12:48:27.835629,53,Female,High School,Employed,36021.36175016356,,Tier-1,8.4,13.0,7.7,122.04,2.0,81.2,152,0.7256557024927724
RESP_0418,2025-08-21 12:48:27.835629,36,Female,PhD,Employed,46031.97540107559,Central,Tier-2,9.0,5.0,1.2,210.1,8.0,81.0,192,1.0159179834898815
RESP_0419,2025-07-22 12:48:27.835629,49,Female,High School,Employed,44294.648453375616,South,Tier-2,7.7,6.0,4.6,149.46,9.0,80.3,50,0.7256557024927724
RESP_0420,2025-07-17 12:48:27.835629,35,Female,PhD,Employed,15000.0,South,Tier-2,6.8,8.0,0.8,435.77,9.0,79.1,127,0.7256557024927724
RESP_0421,2025-08-28 12:48:27.835629,59,Male,Master,Retired,45740.020646861216,East,Metro,6.7,8.0,3.3,168.19,9.0,74.3,50,0.7546819305924835
RESP_0422,2025-08-02 12:48:27.835629,56,,High School,Self-Employed,23152.22993700208,North,Tier-3,7.8,6.0,1.2,107.97,3.0,72.6,76,0.8490171719165439
RESP_0423,2025-10-06 12:48:27.835629,32,Male,Bachelor,Employed,15000.0,North,Tier-1,,3.0,2.1,184.64,9.0,58.7,163,0.6530901322434952
RESP_0424,2025-08-19 12:48:27.835629,46,Male,Master,Self-Employed,,South,Metro,4.5,10.0,3.4,238.74,5.0,84.0,144,0.580524561994218
RESP_0425,2025-08-06 12:48:27.835629,42,Female,Bachelor,Student,23853.563646390798,West,,7.9,6.0,2.7,,3.0,54.9,171,0.7256557024927724
RESP_0426,2025-09-11 12:48:27.835629,51,Female,Master,Unemployed,,Central,Tier-1,5.7,7.0,2.6,1279.19,9.0,91.9,111,1.0159179834898815
RESP_0427,2025-09-25 12:48:27.835629,23,Female,PhD,Employed,15505.782643679251,West,Tier-3,4.9,4.0,0.2,357.73,10.0,77.7,117,1.0884835537391588
RESP_0428,2025-10-15 12:48:27.835629,43,Male,Bachelor,Student,19305.05096646921,North,Tier-1,4.5,7.0,0.9,78.76,9.0,70.2,255,0.6530901322434952
RESP_0429,2025-09-09 12:48:27.835629,47,Male,Bachelor,Unemployed,43840.38083169004,West,Tier-2,6.7,10.0,2.5,399.65,9.0,90.7,155,0.7256557024927724
RESP_0430,2025-09-26 12:48:27.835629,18,Female,PhD,Employed,15000.0,West,Metro,5.5,4.0,0.1,310.2,10.0,72.7,533,0.8707868429913271
RESP_0431,2025-07-18 12:48:27.835629,20,Male,Bachelor,Employed,21435.304687444815,West,Tier-1,3.5,10.0,0.9,367.36,4.0,74.4,150,1.0884835537391588
RESP_0432,2025-07-31 12:48:27.835629,18,Female,High School,Self-Employed,15000.0,West,Rural,6.5,7.0,0.8,397.67,10.0,94.3,99,2.721208884347897
RESP_0433,2025-07-26 12:48:27.835629,31,Female,High School,Employed,75811.79512275352,Central,Tier-3,6.3,11.0,0.9,634.48,8.0,87.3,87,1.0159179834898815
RESP_0434,2025-10-13 12:48:27.835629,43,Female,Bachelor,,28535.651195449755,South,Metro,6.8,9.0,2.3,222.79,9.0,73.8,234,0.580524561994218
RESP_0435,2025-08-05 12:48:27.835629,53,Male,PhD,Employed,35855.98307444804,West,Tier-1,6.1,7.0,2.6,240.62,8.0,86.9,141,0.7256557024927724
RESP_0436,2025-09-24 12:48:27.835629,35,Male,Master,Student,75569.51618866301,South,Metro,9.7,9.0,7.2,135.48,8.0,60.9,405,0.580524561994218
RESP_0437,2025-07-21 12:48:27.835629,54,Male,Bachelor,Self-Employed,20377.46460651967,Central,Tier-1,7.8,6.0,1.5,294.46,9.0,78.5,89,1.0159179834898815
RESP_0438,2025-09-02 12:48:27.835629,18,Female,High School,Employed,28294.15126190283,North,Tier-3,6.3,8.0,7.8,123.71,6.0,46.5,280,0.9796351983652429
RESP_0439,2025-09-29 12:48:27.835629,18,Male,High School,Employed,15598.618015375107,North,Tier-3,6.9,6.0,3.2,99.69,10.0,75.0,348,0.9796351983652429
RESP_0440,2025-09-25 12:48:27.835629,34,Female,Master,Self-Employed,15571.49102929166,North,Metro,9.1,8.0,7.3,794.95,4.0,90.6,225,0.5224721057947963
RESP_0441,2025-08-04 12:48:27.835629,39,Male,High School,Unemployed,17387.966835666473,West,Rural,8.4,10.0,5.4,236.33,6.0,73.3,120,1.8141392562319312
RESP_0442,2025-09-10 12:48:27.835629,34,Prefer not to say,High School,Unemployed,24489.694792505885,East,Tier-2,4.9,9.0,3.5,361.89,1.0,91.2,191,1.451311404985545
RESP_0443,2025-08-02 12:48:27.835629,18,Male,High School,Employed,26693.185114755383,East,Tier-1,5.5,7.0,1.3,153.13,6.0,,81,1.0884835537391588
RESP_0444,2025-07-22 12:48:27.835629,33,Male,Bachelor,Employed,45748.10827729956,Central,Tier-1,5.8,13.0,0.8,905.99,5.0,90.2,197,1.0159179834898815
RESP_0445,2025-08-25 12:48:27.835629,19,Male,PhD,Employed,17801.294201143268,Central,Tier-2,,,0.8,208.17,2.0,46.4,70,1.523876975234822
RESP_0446,2025-09-01 12:48:27.835629,43,Female,High School,Self-Employed,46896.866542131844,South,Tier-2,6.1,10.0,9.1,,8.0,78.6,423,0.7256557024927724
RESP_0447,2025-07-22 12:48:27.835629,39,Female,Bachelor,Employed,,North,Tier-1,7.1,7.0,9.6,361.46,7.0,95.4,615,0.6530901322434952
RESP_0448,2025-08-31 12:48:27.835629,23,Female,Bachelor,Employed,24977.788619852476,West,Tier-1,8.1,9.0,3.9,264.88,3.0,97.1,114,1.0884835537391588
RESP_0449,2025-08-12 12:48:27.835629,28,Male,Below High School,Self-Employed,19076.649790124342,Central,Metro,8.4,7.0,6.5,321.1,6.0,89.3,154,0.8127343867919051
RESP_0450,2025-10-12 12:48:27.835629,22,Male,High School,Retired,,East,Tier-3,6.5,9.0,7.5,234.63,10.0,81.0,386,1.0884835537391588
RESP_0451,2025-08-17 12:48:27.835629,34,Female,,Employed,30873.887151100716,West,Tier-1,4.5,10.0,2.1,222.59,4.0,93.5,96,0.7256557024927724
RESP_0452,2025-10-10 12:48:27.835629,46,Male,Bachelor,Employed,43316.17771164282,South,Metro,5.4,6.0,3.0,21828.148257978275,6.0,84.1,267,0.580524561994218
RESP_0453,2025-07-30 12:48:27.835629,23,Male,Master,Self-Employed,127502.74197147148,West,Tier-3,6.2,6.0,1.6,35.56,1.0,87.1,202,1.0884835537391588
RESP_0454,2025-08-31 12:48:27.835629,41,Prefer not to say,Bachelor,Self-Employed,38365.33662098983,West,Rural,5.1,1.0,1.6,153.01,4.0,91.7,68,3.6282785124638623
RESP_0455,2025-09-26 12:48:27.835629,28,Other,High School,Employed,21777.12859406431,East,Rural,8.7,10.0,0.1,436.03,9.0,70.3,268,3.6282785124638623
RESP_0456,2025-09-07 12:48:27.835629,25,Female,Bachelor,Retired,17805.95641653393,North,Tier-1,5.2,5.0,1.7,461.87,7.0,95.8,149,0.9796351983652429
RESP_0457,2025-10-04 12:48:27.835629,33,Female,Master,Student,18365.67468168557,Central,Metro,7.9,13.0,3.4,1089.33,7.0,93.4,160,0.8127343867919051
RESP_0458,2025-08-05 12:48:27.835629,22,Male,High School,Employed,15000.0,West,Tier-1,4.5,13.0,1.6,509.8,4.0,90.3,30,1.0884835537391588
RESP_0459,2025-08-16 12:48:27.835629,28,Male,Master,Employed,76587.93882025617,North,Metro,8.0,11.0,6.2,484.16,8.0,61.3,30,0.5224721057947963
RESP_0460,2025-08-06 12:48:27.835629,20,,High School,Employed,15000.0,West,Rural,6.8,,1.2,328.18,9.0,89.3,164,2.721208884347897
RESP_0461,2025-08-08 12:48:27.835629,58,,Bachelor,Unemployed,53663.258881263464,,Metro,9.3,7.0,0.4,578.15,5.0,95.9,325,0.7546819305924835
RESP_0462,2025-09-07 12:48:27.835629,35,Male,Bachelor,Employed,18134.090061897095,East,Metro,5.3,6.0,5.0,,2.0,99.1,289,0.580524561994218
RESP_0463,2025-07-20 12:48:27.835629,26,Male,Bachelor,Self-Employed,24102.620025016542,West,Tier-1,6.2,9.0,3.4,263.97,3.0,97.4,68,0.7256557024927724
RESP_0464,2025-08-08 12:48:27.835629,37,Male,Bachelor,Self-Employed,,East,Tier-1,0.0,8.0,0.8,269.67,8.0,88.6,205,0.7256557024927724
RESP_0465,2025-08-28 12:48:27.835629,33,Female,Master,Employed,115461.42006266867,Central,Tier-3,6.8,6.0,2.3,569.53,4.0,82.3,356,1.0159179834898815
RESP_0466,2025-09-07 12:48:27.835629,32,Female,Bachelor,Self-Employed,36792.61708533998,North,,6.5,10.0,1.5,267.24,8.0,86.3,198,0.6530901322434952
RESP_0467,2025-10-10 12:48:27.835629,42,,Bachelor,Retired,,North,Metro,6.5,9.0,8.4,357.17,4.0,96.2,42,0.5224721057947963
RESP_0468,2025-08-17 12:48:27.835629,44,Male,Master,Employed,102787.75261062935,North,Metro,6.5,7.0,2.8,164.67,5.0,84.0,151,0.5224721057947963
RESP_0469,2025-08-20 12:48:27.835629,28,Other,Master,Employed,41387.094295325725,West,Tier-1,3.9,10.0,0.5,862.58,0.0,67.5,314,1.451311404985545
RESP_0470,2025-08-06 12:48:27.835629,28,Female,High School,Employed,15000.0,West,Metro,8.5,8.0,2.1,197.95,6.0,81.8,170,0.580524561994218
RESP_0471,2025-10-14 12:48:27.835629,31,,Bachelor,Student,30439.177763747994,Central,Tier-2,10.0,6.0,6.0,258.93,3.0,77.0,161,1.0159179834898815
RESP_0472,2025-07-30 12:48:27.835629,-3,Male,PhD,Retired,20054.35445884929,,Tier-2,7.4,7.0,3.3,481.15,7.0,89.8,133,0.7256557024927724
RESP_0473,2025-09-03 12:48:27.835629,18,Male,High School,Employed,24274.863510084902,East,Tier-2,5.3,10.0,5.5,631.12,8.0,76.8,276,1.0884835537391588
RESP_0474,2025-07-21 12:48:27.835629,51,Male,Bachelor,Unemployed,33667.92780070459,Central,Rural,5.4,5.0,,,7.0,76.2,194,2.5397949587247037
RESP_0475,2025-09-15 12:48:27.835629,54,Female,Unknown Degree,Employed,32619.82418360543,South,Rural,7.9,,6.6,435.48,9.0,75.3,119,1.8141392562319312
RESP_0476,2025-08-14 12:48:27.835629,32,Male,High School,Employed,50497.91507745511,West,Rural,7.6,,4.2,126.61,9.0,61.4,144,1.8141392562319312
RESP_0477,2025-08-11 12:48:27.835629,41,Female,Bachelor,,56717.803493509986,East,Metro,6.6,8.0,3.9,310.74,9.0,73.9,473,0.580524561994218
RESP_0478,2025-09-13 12:48:27.835629,38,Male,Bachelor,Employed,32620.097299466965,West,Metro,8.1,4.0,1.3,431.43,10.0,74.6,91,0.580524561994218
RESP_0479,2025-08-30 12:48:27.835629,71,Male,Bachelor,Employed,50150.06725602212,West,Tier-1,3.9,,6.6,690.12,,80.7,66,0.9433524132406043
RESP_0480,2025-08-25 12:48:27.835629,48,Male,High School,Self-Employed,,West,Tier-3,8.1,5.0,3.0,80.6,5.0,78.3,30,0.7256557024927724
RESP_0481,2025-08-15 12:48:27.835629,33,Male,High School,Employed,,North,Rural,7.4,16.0,5.7,108.29,,64.0,46,1.6327253306087381
RESP_0482,2025-08-14 12:48:27.835629,23,Female,Bachelor,Student,23100.070984468624,East,Tier-3,5.5,2.0,1.3,52.7,8.0,94.3,152,1.0884835537391588
RESP_0483,2025-07-20 12:48:27.835629,18,Female,Master,Employed,94631.8318837866,East,Metro,4.9,8.0,0.5,90.39,8.0,97.8,271,0.8707868429913271
RESP_0484,2025-10-09 12:48:27.835629,37,Female,Master,Employed,15000.0,West,Rural,7.2,9.0,1.2,593.54,0.0,72.4,399,1.8141392562319312
RESP_0485,2025-08-10 12:48:27.835629,25,,Bachelor,Employed,26787.059464152197,East,Tier-1,9.1,11.0,1.8,160.76,8.0,53.0,128,1.0884835537391588
RESP_0486,2025-09-06 12:48:27.835629,18,Male,High School,Unemployed,27867.529172977705,Central,Metro,6.7,8.0,2.3,269.24,,87.2,138,1.2191015801878575
RESP_0487,2025-08-28 12:48:27.835629,27,Male,Bachelor,Employed,45396.64287445628,East,Tier-1,5.7,6.0,2.1,112.15,6.0,56.6,211,0.7256557024927724
RESP_0488,2025-08-21 12:48:27.835629,22,Male,High School,Employed,72363.22031349971,East,Metro,7.3,,2.4,176.83,10.0,87.5,135,0.8707868429913271
